1,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
2,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
3,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
4,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
5,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
6,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
7,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
8,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
9,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
10,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
11,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
12,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
13,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
14,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
15,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
16,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
17,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
18,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
19,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
20,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
21,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
22,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
23,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
24,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
25,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
26,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
27,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
28,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
29,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
30,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
31,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
32,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
33,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
34,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
35,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
36,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
37,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
38,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
39,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
40,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
41,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
42,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
43,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
44,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
45,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
46,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
47,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
48,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
49,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
50,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
51,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
52,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
53,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
54,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
55,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
56,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
57,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
58,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
59,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
60,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
61,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
62,raja,746876804,SNAP,Approved,300.0,127487876564,Amex
